DNI,APELLIDOS Y NOMBRES,CARGO,CLIENTE,DIRECCION,SUPERVISOR,JORNADA,HORARIO,DESCANSO,UNIDAD,FECHA DE INGRESO,FECHA DE CESE,fecha_asistencia,estado_original,estado_limpio,estado_normalizado,es_atipico,es_activo_en_fecha
00000192,FICTICIO_192,OPERARIO DE LIMPIEZA,MASTERBREAD S.A. / MASTERBREAD / 20557345931,Urb. Zona Industrial Av. Industrial Mz W. Lte 01 Paita - https://maps.app.goo.gl/jWFnSnuJi72LKvKZ7,SUPERVISOR_192,LUNES A SABADO,06:00 - 15:00,DOMINGO,MOLINO PAITA,2025-01-11,,2026-05-16,A,A,Asistencia,False,True
00000193,FICTICIO_193,OPERARIO DE LIMPIEZA,MASTERBREAD S.A. / MASTERBREAD / 20557345931,Urb. Zona Industrial Av. Industrial Mz W. Lte 01 Paita - https://maps.app.goo.gl/jWFnSnuJi72LKvKZ7,SUPERVISOR_193,LUNES A SABADO,06:00 - 15:00,DOMINGO,MOLINO PAITA,2025-01-11,,2026-05-16,A,A,Asistencia,False,True
00000194,FICTICIO_194,OPERARIO DE LIMPIEZA,MASTERBREAD S.A. / MASTERBREAD / 20557345931,Urb. Zona Industrial Av. Industrial Mz W. Lte 01 Paita - https://maps.app.goo.gl/jWFnSnuJi72LKvKZ7,SUPERVISOR_194,LUNES A SABADO,06:00 - 15:00,DOMINGO,MOLINO PAITA,2025-01-11,,2026-05-16,A,A,Asistencia,False,True
00000195,FICTICIO_195,JARDINERO,MASTERBREAD S.A. / MASTERBREAD / 20557345931,Urb. Zona Industrial Av. Industrial Mz W. Lte 01 Paita - https://maps.app.goo.gl/jWFnSnuJi72LKvKZ7,SUPERVISOR_195,LUNES A SABADO,06:00 - 15:00,DOMINGO,MOLINO PAITA,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000196,FICTICIO_196,OPERARIO DE LIMPIEZA,MASTERBREAD S.A. / MASTERBREAD / 20557345931,Urb. Zona Industrial Av. Industrial Mz W. Lte 01 Paita - https://maps.app.goo.gl/jWFnSnuJi72LKvKZ7,SUPERVISOR_196,LUNES A SABADO,06:00 - 15:00,DOMINGO,MOLINO PAITA,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000197,FICTICIO_197,OPERARIO DE LIMPIEZA,MASTERBREAD S.A. / MASTERBREAD / 20557345931,Urb. Zona Industrial Av. Industrial Mz W. Lte 01 Paita - https://maps.app.goo.gl/jWFnSnuJi72LKvKZ7,SUPERVISOR_197,LUNES A SABADO,06:00 - 15:00,DOMINGO,MOLINO PAITA,2025-01-11,,2026-05-16,A,A,Asistencia,False,True
00000198,FICTICIO_198,OPERARIO DE LIMPIEZA,MASTERBREAD S.A. / MASTERBREAD / 20557345931,Urb. Zona Industrial Av. Industrial Mz W. Lte 01 Paita - https://maps.app.goo.gl/jWFnSnuJi72LKvKZ7,SUPERVISOR_198,LUNES A SABADO,10:00 - 19:00,DOMINGO,MOLINO PAITA,2026-01-20,,2026-05-16,A,A,Asistencia,False,True
00000199,FICTICIO_199,OPERARIO DE LIMPIEZA,MASTERBREAD S.A. / MASTERBREAD / 20557345931,Urb. Zona Industrial Av. Industrial Mz W. Lte 01 Paita - https://maps.app.goo.gl/jWFnSnuJi72LKvKZ7,SUPERVISOR_199,LUNES A SABADO,06:00 - 15:00,DOMINGO,MOLINO PAITA,1970-01-01,1970-01-01,2026-05-16,C,C,Cese,False,False
00000200,FICTICIO_200,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"Jr. Pedro Ruiz Gallo 457, Callao 07021 - https://maps.app.goo.gl/nhvkmcqqcy2oHQeZ6",SUPERVISOR_200,LUNES A SABADO,06:00 - 18:00,DOMINGO,MOLINO SR,2025-01-11,,2026-05-16,A,A,Asistencia,False,True
00000201,FICTICIO_201,SUPERVISOR DE OPERACIONES,ALICORP SAA / 20100055237,Archipielago Lurigancho Lima 15457 https://share.google/gBp6uP3RqXWiMFgcK,SUPERVISOR_201,LUNES A SABADO,07:00 - 16:00,DOMINGO,PERIFERICO,2025-01-11,,2026-05-16,A,A,Asistencia,False,True
00000202,FICTICIO_202,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"Q84J+CJP, Piura 20006 - https://share.google/gPovPz2Gdz4cXgjYV",SUPERVISOR_202,LUNES A SABADO,06:00 - 15:00,DOMINGO,PIURA ALMACEN CDR,2025-01-11,,2026-05-16,A,A,Asistencia,False,True
00000203,FICTICIO_203,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"Q84J+CJP, Piura 20006 - https://share.google/gPovPz2Gdz4cXgjYV",SUPERVISOR_203,LUNES A SABADO,06:00 - 15:00,DOMINGO,PIURA ALMACEN CDR,2025-01-11,,2026-05-16,A,A,Asistencia,False,True
00000204,FICTICIO_204,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"Q84J+CJP, Piura 20006 - https://share.google/gPovPz2Gdz4cXgjYV",SUPERVISOR_204,LUNES A SABADO,06:00 - 15:00,DOMINGO,PIURA ALMACEN CDR,2025-01-11,,2026-05-16,A,A,Asistencia,False,True
00000205,FICTICIO_205,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"Q84J+CJP, Piura 20006 - https://share.google/gPovPz2Gdz4cXgjYV",SUPERVISOR_205,LUNES A SABADO,06:00 - 15:00,DOMINGO,PIURA ALMACEN CDR,2025-01-11,,2026-05-16,A,A,Asistencia,False,True
00000206,FICTICIO_206,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_206,LUNES A DOMINGO,ROTATIVO,ROTATIVO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000207,FICTICIO_207,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_207,LUNES A DOMINGO,21:00 - 06:00,SÁBADO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000208,FICTICIO_208,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_208,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000209,FICTICIO_209,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_209,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000210,FICTICIO_210,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_210,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000211,FICTICIO_211,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_211,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000212,FICTICIO_212,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_212,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000213,FICTICIO_213,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_213,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000214,FICTICIO_214,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_214,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000215,FICTICIO_215,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_215,LUNES A DOMINGO,6:00 - 15:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-16,F,F,Falta,False,True
00000216,FICTICIO_216,JEFE DE GRUPO,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_216,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000217,FICTICIO_217,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_217,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000218,FICTICIO_218,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_218,LUNES A DOMINGO,13:00 - 22:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000219,FICTICIO_219,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_219,LUNES A DOMINGO,6:00 - 15:00,DOMINGO,PREDIO CENTRAL,1970-01-01,1970-01-01,2026-05-16,C,C,Cese,False,False
00000220,FICTICIO_220,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_220,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000221,FICTICIO_221,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_221,LUNES A DOMINGO,13:00 - 22:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000222,FICTICIO_222,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_222,LUNES A DOMINGO,ROTATIVO,ROTATIVO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000223,FICTICIO_223,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_223,LUNES A DOMINGO,21:00 - 06:00,SÁBADO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000224,FICTICIO_224,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_224,LUNES A DOMINGO,13:00 - 22:00,DOMINGO,PREDIO CENTRAL,1970-01-01,1970-01-01,2026-05-16,C,C,Cese,False,False
00000225,FICTICIO_225,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_225,LUNES A DOMINGO,13:00 - 22:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000226,FICTICIO_226,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_226,LUNES A DOMINGO,13:00 - 22:00,LUNES,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000227,FICTICIO_227,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_227,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000228,FICTICIO_228,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_228,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000229,FICTICIO_229,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_229,LUNES A DOMINGO,21:00 - 06:00,SÁBADO,PREDIO CENTRAL,1970-01-01,1970-01-01,2026-05-16,C,C,Cese,False,False
00000230,FICTICIO_230,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_230,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000231,FICTICIO_231,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_231,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000232,FICTICIO_232,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_232,LUNES A DOMINGO,13:00 - 22:00,LUNES,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000233,FICTICIO_233,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_233,LUNES A DOMINGO,06:00 - 15:00,MARTES,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000234,FICTICIO_234,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_234,LUNES A DOMINGO,13:00 - 22:00,MIÉRCOLES,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000235,FICTICIO_235,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_235,LUNES A DOMINGO,21:00 - 06:00,SÁBADO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000236,FICTICIO_236,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_236,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000237,FICTICIO_237,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_237,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000238,FICTICIO_238,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_238,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000239,FICTICIO_239,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_239,LUNES A SABADO,13:00 - 22:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000240,FICTICIO_240,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_240,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000241,FICTICIO_241,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_241,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,PREDIO CENTRAL,1970-01-01,1970-01-01,2026-05-16,C,C,Cese,False,False
00000242,FICTICIO_242,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_242,LUNES A DOMINGO,13:00 - 22:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000243,FICTICIO_243,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_243,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000244,FICTICIO_244,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_244,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000245,FICTICIO_245,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_245,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000246,FICTICIO_246,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_246,LUNES A DOMINGO,13:00 - 22:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000247,FICTICIO_247,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_247,LUNES A DOMINGO,6:00 - 15:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000248,FICTICIO_248,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_248,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000249,FICTICIO_249,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_249,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000250,FICTICIO_250,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_250,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000251,FICTICIO_251,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_251,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000252,FICTICIO_252,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_252,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000253,FICTICIO_253,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_253,LUNES A DOMINGO,21:00 - 06:00,SÁBADO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000254,FICTICIO_254,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_254,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,PREDIO CENTRAL,1970-01-01,1970-01-01,2026-05-16,C,C,Cese,False,False
00000255,FICTICIO_255,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_255,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000256,FICTICIO_256,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_256,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,PREDIO CENTRAL,1970-01-01,1970-01-01,2026-05-16,C,C,Cese,False,False
00000257,FICTICIO_257,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_257,LUNES A DOMINGO,13:00 - 22:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000258,FICTICIO_258,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_258,LUNES A DOMINGO,13:00 - 22:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000259,FICTICIO_259,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_259,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000260,FICTICIO_260,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_260,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000261,FICTICIO_261,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_261,LUNES A DOMINGO,09:00 - 18:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000262,FICTICIO_262,JEFE DE GRUPO,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_262,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000263,FICTICIO_263,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_263,LUNES A DOMINGO,21:00 - 06:00,SÁBADO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000264,FICTICIO_264,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_264,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-16,DM,DM,Descanso Médico,False,True
00000265,FICTICIO_265,JEFE DE GRUPO,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_265,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000266,FICTICIO_266,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_266,LUNES A DOMINGO,13:00 - 22:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
00000267,FICTICIO_267,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_267,LUNES A DOMINGO,13:00 - 22:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-16,F,F,Falta,False,True
00000268,FICTICIO_268,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Jr. Jorge Chávez 935 CALLAO - https://maps.app.goo.gl/RkYLHyy4Fnz4A51f7,SUPERVISOR_268,LUNES A DOMINGO,21:00 - 06:00,SÁBADO,PREDIO CENTRAL,1970-01-01,,2026-05-16,A,A,Asistencia,False,True
